rayyan_key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-153486370,Scientific Advice for Fisheries Management in West Africa in the Context of Global Change,2010,,,World Fisheries: A Social-Ecological Analysis,,,,151-167,"Masumbuko, B. and Bâ, M. and Morand, P. and Chavance, P. and Failler, P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987690568&doi=10.1002%2f9781444392241.ch9&partnerID=40&md5=e00f55cc05de32d679385192c1386b74,,,,,"<p>Export Date: 27 January 2025; Cited By: 0</p> | RAYYAN-INCLUSION: {""Isobel""=>""Included""}",,fisheries adaptation;Fisheries management;Institutional frameworks;scientific advice;Sub-Regional Fisheries Commission;West Africa,,
rayyan-153486373,Look who’s talking: Contributions to evidence-based decision making for commercial fisheries in atlantic Canada,2023,,,Canadian Journal of Fisheries and Aquatic Sciences,,80,2,211-228,"Hamelin, K.M. and Hutchingsa, J.A. and Bailey, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149148088&doi=10.1139%2fcjfas-2022-0025&partnerID=40&md5=ff3c7fd56e68f65eebadc2a2bb076da2,,,,,"<p>Export Date: 27 January 2025; Cited By: 5</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded"", ""Nibedita""=>""Included""}",10.1139/cjfas-2022-0025,Atlantic Ocean;Canada;commercial species;decision making;Fisheries management;fishery management;indigenous knowledge;Indigenous knowledge;Local ecological knowledge;participatory approach;Peer review;Sciencepolicy;stakeholder;Stakeholders,,
rayyan-153486377,Using systems thinking to diagnose science-based fisheries management in China,2022,,,Marine Policy,,138,,,"Su, S. and Tang, Y. and Kritzer, J.P. and Chen, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123885766&doi=10.1016%2fj.marpol.2022.104974&partnerID=40&md5=a55010b09920f173e34f2a802e5287c3,,,,,"<p>Export Date: 27 January 2025; Cited By: 4</p> | RAYYAN-INCLUSION: {""Elina""=>""Excluded""}",10.1016/j.marpol.2022.104974,Best scientific information available;China;Chinese marine fisheries;Data exchange;data management;decision making;Feedback loop;fishery management;fishery policy;legislation;Linkages;Science-policy interface;stakeholder,,
rayyan-153486382,Embracing Implementation Science to Enhance Fisheries and Aquatic Management and Conservation,2024,,,Fisheries,,49,10,475-485,"Cooke, S.J. and Young, N. and Alexander, S. and Kadykalo, A.N. and Danylchuk, A.J. and Muir, A.M. and Hinderer, J.L.M. and Cvitanovic, C. and Nguyen, V.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197397524&doi=10.1002%2ffsh.11112&partnerID=40&md5=e31ae116edfc21f7b1599d8d0a02383d,,,,,"<p>Export Date: 27 January 2025; Cited By: 0</p> | RAYYAN-INCLUSION: {""Isobel""=>""Excluded""}",10.1002/fsh.11112,,,
rayyan-153486384,Use of monitoring data to support conservation management and policy decisions in Micronesia,2015,,,Conservation Biology,,29,5,1279-1289,"Montambault, J.R. and Wongbusarakum, S. and Leberer, T. and Joseph, E. and Andrew, W. and Castro, F. and Nevitt, B. and Golbuu, Y. and Oldiais, N.W. and Groves, C.R. and Kostka, W. and Houk, P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942037139&doi=10.1111%2fcobi.12542&partnerID=40&md5=b9c1e317af2eb8cffad3250f8de1bc9a,,,,,"<p>Export Date: 27 January 2025; Cited By: 13</p> | RAYYAN-INCLUSION: {""Alec""=>""Excluded""}",10.1111/cobi.12542,adaptive management;Adaptive management;aggregation behavior;animal;Animals;Anthozoa;bass;Bass;Caroline Islands;communication;Communications;community resource management;Community-based conservation;conservation management;Conservation of Natural Resources;coral bleaching;coral reef;Coral Reefs;decision making;Decision Making;ecosystem management;Ecosystem management;environmental legislation;environmental monitoring;environmental planning;Environmental Policy;environmental protection;Epinephelinae;Federated States of Micronesia;Fisheries;fishery;Geologic Sediments;knowledge based system;Mariana Islands;marine ecosystem;Micronesia;Nimpal Channel;Northern Mariana Islands;Oceania;Oceania Ecozone;overfishing;physiology;Pohnpei [(STT) Federated States of Micronesia];population dynamics;Population Dynamics;procedures;project assessment;protected area;Saipan;seafood;sediment;spawning;Yap,,
rayyan-153486395,‘Best available science’ approach to management decisions by the Commission for the Convention on the Conservation of Antarctic Living Resources: consistent or selective?,2022,,,Australian Journal of Maritime and Ocean Affairs,,14,1,53-75,"Goldsworthy, L.D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115057499&doi=10.1080%2f18366503.2021.1980264&partnerID=40&md5=d7c5ef4854e5901d23f1502815e0947f,,,,,"<p>Export Date: 27 January 2025; Cited By: 4</p> | RAYYAN-INCLUSION: {""Iris""=>""Included""}",10.1080/18366503.2021.1980264,,,
rayyan-153486398,On the development of criteria for determining the effectiveness of technical working groups: A case study about information processes in marine conservation and fisheries management in Belize,2024,,,Environmental Science and Policy,,160,,,"Eck, K. and Soomai, S.S. and MacDonald, B.H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201766028&doi=10.1016%2fj.envsci.2024.103863&partnerID=40&md5=d8e03fb30925f427d3e3cd999e1104da,,,,,"<p>Export Date: 27 January 2025; Cited By: 1</p> | RAYYAN-INCLUSION: {""Iris""=>""Included""}",10.1016/j.envsci.2024.103863,advisory committee;article;Belize;Belize [Central America];case study;Central America;Central American;decision making;Decision-making;Dermatemys mawii);ecosystem;environmental management;Epinephelus;evidence based practice;female;Fisheries management;fishery;fishery management;habitat conservation;Hicatee (central American river turtle;human;Information use;intergovernmental organization;interview;marine policy;Nassau Grouper (Epinephelus striatus);resource availability;river;spawning;stakeholder;surgery;turtle;Working groups,,
rayyan-153486399,Coastal and Ocean Science-Based Decision-Making in the Gulf of California: Lessons and Opportunities for Improvement,2012,,,Coastal Management,,40,6,557-576,"Lowell, S.M. and Hoffmann, T.C. and McGrath, M. and Brazil, G. and Thomas, S.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868284585&doi=10.1080%2f08920753.2012.727725&partnerID=40&md5=293ee1dd2e633b9738610479b6285747,,,,,"<p>Export Date: 27 January 2025; Cited By: 4</p> | RAYYAN-INCLUSION: {""Philip""=>""Included"", ""Nibedita""=>""Included""}",10.1080/08920753.2012.727725,biodiversity;Biodiversity;boundary organizations;coastal management;Coastal management;coastal zone management;decision making;Decision making;Economics;Fisheries;fishery management;Gulf of California;Information management;Institutional arrangement;institutional arrangements;Integration;marine management;Marine management;Me-xico;Mexico;nature conservation;Pacific Ocean;science and technology;science integration;science-based decision-making;Societies and institutions,,
rayyan-153486409,Missing the safety net: Evidence for inconsistent and insufficient management of at-risk marine fishes in Canada,2015,,,Canadian Journal of Fisheries and Aquatic Sciences,,72,10,1596-1608,"McDevitt-Irwin, J.M. and Fuller, S.D. and Grant, C. and Baum, J.K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942645459&doi=10.1139%2fcjfas-2015-0030&partnerID=40&md5=c5fbab39c198b91133f6da9f8cba4182,,,,,"<p>Export Date: 27 January 2025; Cited By: 23</p> | RAYYAN-INCLUSION: {""Isobel""=>""Excluded""}",10.1139/cjfas-2015-0030,Canada;conservation management;conservation planning;decision making;endangered species;environmental legislation;fishery management;fishery regulation;marine park;nature conservation;Pisces;risk assessment;species inventory,,
rayyan-153486420,Implementing Ecosystem Approach to Fisheries Management in the Western and Central Pacific Fisheries Commission: Challenges and Prospects,2023,,,Fishes,,8,4,,"Shen, H. and Song, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154621134&doi=10.3390%2ffishes8040198&partnerID=40&md5=50f0f05ea58a5d09c3ec89f2281eb346,,,,,"<p>Export Date: 27 January 2025; Cited By: 4</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded"", ""Aidan""=>""Included""}",10.3390/fishes8040198,bycatch;conservation and management measures;conservation management;ecosystem approach;ecosystem resilience;fishery management;human activity;human factor;Pacific Ocean;Pacific Ocean (Central);resource depletion;risk assessment;tuna fisheries;tuna fishery;WCPFC,,
rayyan-153486423,The science-policy interface in fisheries management: Insights about the influence of organizational structure and culture on information pathways,2017,,,Marine Policy,,81,,53-63,"Soomai, S.S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015411438&doi=10.1016%2fj.marpol.2017.03.016&partnerID=40&md5=0caea90a973b3dc1d5f1bb9aded0394e,,,,,"<p>Export Date: 27 January 2025; Cited By: 28</p> | RAYYAN-INCLUSION: {""Alice""=>""Excluded""}",10.1016/j.marpol.2017.03.016,bureaucracy;Canada;decentralization;decision making;fishery management;policy approach;stakeholder,,
rayyan-153486431,Practical solutions for making models indispensable in conservation decision-making,2013,,,Diversity and Distributions,,19,5,490-502,"Addison, P.F.E. and Rumpff, L. and Bau, S.S. and Carey, J.M. and Chee, Y.E. and Jarrad, F.C. and McBride, M.F. and Burgman, M.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877356314&doi=10.1111%2fddi.12054&partnerID=40&md5=603634974ece211512a92744ee28a456,,,,,"<p>Export Date: 27 January 2025; Cited By: 188</p> | RAYYAN-INCLUSION: {""Isobel""=>""Excluded""}",10.1111/ddi.12054,Communication;Conservation;conservation management;conservation planning;decision making;ecosystem modeling;environmental modeling;global perspective;Modelling;policy making;Structured decision-making;Trust;Uncertainty,,
rayyan-153486434,Collaboration and engagement with decision-makers are needed to reduce evidence complacency in wildlife management,2024,,,Ambio,,53,5,730-745,"Kadykalo, A.N. and Findlay, C.S. and Spencer, M. and Callaghan, C.L. and Cooke, S.J. and Young, N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185137347&doi=10.1007%2fs13280-024-01979-9&partnerID=40&md5=7f2720e1ba0045da627de09e6e04afe5,,,,,"<p>Export Date: 27 January 2025; Cited By: 1</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded"", ""Nibedita""=>""Included""}",10.1007/s13280-024-01979-9,"animal;Animals;Animals, Wild;biodiversity;Biodiversity;British Columbia;Canada;Conservation evidence;conservation management;Conservation of Natural Resources;decision making;Decision Making;environmental conditions;Environmental evidence;environmental management;Environmental management;environmental protection;Fish and wildlife management;fresh water;Fresh Water;human;Humans;knowledge;Knowledge exchange;natural resource;Natural resource management;reproducibility;Reproducibility of Results;resource management;wild animal;wildlife management",,
rayyan-153486438,The certainty of uncertainty in marine conservation and what to do about it,2011,,,Bulletin of Marine Science,,87,,177-195,"Bednarek, A.T. and Cooper, A.B. and Cresswell, K.A. and Mangel, M. and Satterthwaite, W.H. and Simpfendorfer, C.A. and Wiedenmann, J.R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955543223&doi=10.5343%2fbms.2010.1060&partnerID=40&md5=287ddd5019edf42a56965a4e14fe9348,,,,,"<p>Export Date: 27 January 2025; Cited By: 7</p> | RAYYAN-INCLUSION: {""Iris""=>""Excluded""}",10.5343/bms.2010.1060,Chondrichthyes;climate change;climate effect;conservation management;crustacean;database;Decapoda (Crustacea);decision making;Euphausiacea;fishery modeling;literature review;management practice;marine ecosystem;prioritization;risk assessment;salmonid;Salmonidae;Southern Ocean;uncertainty analysis;United States,,
rayyan-153486439,Experiences in developing empirical harvest strategies for the Indonesian tropical tuna fisheries,2024,,,Ocean and Coastal Management,,253,,,"Hoshino, E. and Satria, F. and Sadiyah, L. and Yunanda, T. and Suadela, P. and Proctor, C. and Dell, J. and Davies, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189662150&doi=10.1016%2fj.ocecoaman.2024.107138&partnerID=40&md5=777dc728da2feaa3d1e3e929c4e4a9fc,,,,,"<p>Export Date: 27 January 2025; Cited By: 3</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded""}",10.1016/j.ocecoaman.2024.107138,adaptive management;Adaptive management;Adaptive Management;Best practices;Capacity development;Data-limited fisheries;Data-limited fishery;decision making;Decision making;Developing countries;developing world;Fisheries;fishery production;harvesting;Harvesting;Indonesia;Institutional capacities;Institutional capacity development;Knowledge co productions;Knowledge co-production;Management procedures;simulation;stakeholder;Tropics;Tuna fisheries,,
rayyan-153486446,A comprehensive framework for operating science-based fisheries management: A checklist for using the best available science,2021,,,Fish and Fisheries,,22,4,798-811,"Su, S. and Tang, Y. and Chen, J. and Chang, B. and Chen, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103180876&doi=10.1111%2ffaf.12551&partnerID=40&md5=6059c5cd995afeccd1113f3ce7c4447d,,,,,"<p>Export Date: 27 January 2025; Cited By: 7</p> | RAYYAN-INCLUSION: {""Tabitha""=>""Excluded"", ""Elina""=>""Excluded""}",10.1111/faf.12551,fisheries decision-making;fisheries science;fishery management;fishery policy;integration of scientific information;literature review;numerical model;qualitative analysis;science-policy interface;system thinking,,
rayyan-153486447,"Oceans of plenty? Challenges, advancements, and future directions for the provision of evidence-based fisheries management advice",2023,,,Reviews in Fish Biology and Fisheries,,33,2,375-410,"Goethel, D.R. and Omori, K.L. and Punt, A.E. and Lynch, P.D. and Berger, A.M. and de Moor, C.L. and Plagányi, É.E. and Cope, J.M. and Dowling, N.A. and McGarvey, R. and Preece, A.L. and Thorson, J.T. and Chaloupka, M. and Gaichas, S. and Gilman, E. and Hesp, S.A. and Longo, C. and Yao, N. and Methot, R.D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138147552&doi=10.1007%2fs11160-022-09726-7&partnerID=40&md5=9e67d5c14730d9eb784c698a259d6303,,,,,"<p>Export Date: 27 January 2025; Cited By: 19</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded"", ""Nibedita""=>""Excluded""}",10.1007/s11160-022-09726-7,capacity building;climate change;climate modeling;Data-limited methods (DLMs);Ecosystem and climate models;ecosystem modeling;Fisheries management;fishery management;Management strategy evaluation (MSE);participatory approach;Spatial modeling;stakeholder;stock assessment;Stock assessment;traditional knowledge,,
rayyan-153486448,"Assessing public ""participation"" in environmental decision-making: Lessons learned from the UK Marine Conservation Zone (MCZ) site selection process",2016,,,Marine Policy,,64,,91-101,"De Santo, E.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947926798&doi=10.1016%2fj.marpol.2015.11.003&partnerID=40&md5=cc76255a458c59ad05e0c2b3a21067ed,,,,,"<p>Export Date: 27 January 2025; Cited By: 42</p> | RAYYAN-INCLUSION: {""Tabitha""=>""Included""}",10.1016/j.marpol.2015.11.003,Aarhus Convention;biodiversity;coastal zone management;decision making;Evidence-based decision making;Marine and Coastal Access Act;Marine Conservation Zones;marine park;participatory approach;site selection;stakeholder;Stakeholder participation;United Kingdom,,
rayyan-153486451,Testing best practices in small scale fisheries management: Evidence from a collaborative intervention in two marine protected areas of the central Mediterranean Sea,2024,,,Ocean and Coastal Management,,258,,,"Zampardi, S. and Scianna, C. and Calò, A. and Hogg, K. and Ranù, M. and Aglieri, G. and Di Meglio, E. and Mangano, M.C. and Prato, G. and Romeo, T. and Colloca, F. and Milisenda, G. and Di Franco, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205884727&doi=10.1016%2fj.ocecoaman.2024.107397&partnerID=40&md5=0f0d3f56ca4e005eb104f2f771195e43,,,,,"<p>Export Date: 27 January 2025; Cited By: 0</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded"", ""Nibedita""=>""Excluded""}",10.1016/j.ocecoaman.2024.107397,Best practices;catch per unit effort;decision making;Fisheries;fishery management;Fishing (oil wells);Fishing gears;gillnet;image analysis;Image sampling;Marine protected area;Marine protected areas (MPAs);Mediterranean Sea;mesh size;participatory approach;Participatory management;Santa Maria [Rio Grande du Sul];Selective fishing gear;Selective fishing gears;Small-scale fisheries;Small-scale fisheries (SSF);Small-scale fishery;Social-ecological outcome;Social-ecological outcomes;stakeholder;Sustainable fishing practice;Sustainable fishing practices,,
rayyan-153486452,Shared ways of thinking in Brazil about the science–practice interface in ecology and conservation,2020,,,Conservation Biology,,34,2,449-461,"Bertuol-Garcia, D. and Morsello, C. and N. El-Hani, C. and Pardini, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056760522&doi=10.1111%2fcobi.13242&partnerID=40&md5=86f353962d7a2dd2b2a768f70f6b9a55,,,,,"<p>Export Date: 27 January 2025; Cited By: 11</p> | RAYYAN-INCLUSION: {""Isobel""=>""Included""}",10.1111/cobi.13242,Brazil;clasificación Q;conservación basada en evidencias;conservation;Conservation of Natural Resources;coproducción de conocimiento elaboración de políticas;decision making;Decision Making;ecological approach;ecology;Ecology;environmental policy;environmental protection;evidence-based conservation;knowing-doing gap;knowledge;knowledge coproduction;operant subjectivity;organization;Organizations;participatory approach;perception;policy making;política ambiental;principal component analysis;Q sorting;research-implementation gap;science and technology;subjetividad operante;vacío investigación-implementación;vacío saber-hacer,,
rayyan-153486462,Is scientific inquiry incompatible with government information control?,1997,,,Canadian Journal of Fisheries and Aquatic Sciences,,54,5,1198-1210,"Hutchings, J.A. and Walters, C. and Haedrich, R.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030801674&doi=10.1139%2ff97-051&partnerID=40&md5=0d98c90611681240628b442914efb74d,,,,,"<p>Export Date: 27 January 2025; Cited By: 122</p> | RAYYAN-INCLUSION: {""Matthew""=>""Excluded"", ""Elina""=>""Excluded""}",10.1139/f97-051,Atlantic cod;Canada;fishery management;fishery sciences;Gadus morhua;governments;non-scientific interference;Oncorhynchus;Pacific salmon;political aspects;political influence;politics;resource conservation;resources conservation,,
rayyan-153486465,Institutionalizing co-production diplomacy in contexts of long-term epistemological conflict: A case study of cod fisheries governance,2024,,,Environmental Policy and Governance,,,,,"Klenk, N. and Pentz, B. and Mandrak, N.E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208741470&doi=10.1002%2feet.2138&partnerID=40&md5=2fa7fa6acdf9fc423cd3e86049de2fce,,,,,"<p>Export Date: 27 January 2025; Cited By: 0</p> | RAYYAN-INCLUSION: {""Alice""=>""Excluded""}",10.1002/eet.2138,co-production;environmental governance;fisheries management;precautionary approach;resource epistemology;resource management,,
rayyan-153486468,"Accelerating evidence-informed decision-making in conservation implementing agencies through effective monitoring, evaluation, and learning",2023,,,Biological Conservation,,286,,,"Mahajan, S.L. and Tanner, L. and Ahmadia, G. and Becker, H. and DeMello, N. and Fidler, R. and Harborne, A.R. and Jagadish, A. and Mills, M. and Cairney, P. and Cheng, S. and Fariss, B. and Masuda, Y.J. and Pabari, M. and Tengö, M. and Wyborn, C. and Glew, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172465416&doi=10.1016%2fj.biocon.2023.110304&partnerID=40&md5=6a05abaa91a2fa7a77ff8193eefcb7f7,,,,,"<p>Export Date: 27 January 2025; Cited By: 3</p> | RAYYAN-INCLUSION: {""Carlos""=>""Excluded""}",10.1016/j.biocon.2023.110304,"Conservation;conservation management;conservation planning;Culture change;decision making;Decision-making;Evidence;knowledge;Knowledge systems;learning;Learning organizations;Monitoring, evaluation, and learning;Organizations",,
rayyan-153486469,Is scientific inquiry still incompatible with government information control? A quarter-century later,2023,,,Canadian Journal of Fisheries and Aquatic Sciences,,80,10,1679-1695,"Godwin, S.C. and Bateman, A.W. and Mordecai, G. and Jones, S. and Hutchings, J.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175001753&doi=10.1139%2fcjfas-2022-0286&partnerID=40&md5=b611152bce05e176538147687ada754b,,,,,"<p>Export Date: 27 January 2025; Cited By: 9</p> | RAYYAN-INCLUSION: {""Tabitha""=>""Excluded""}",10.1139/cjfas-2022-0286,aquaculture system;British Columbia;Canada;Canadian Science Advisory Secretariat;DFO;fishery management;marine resource;Pacific salmon;regulatory capture;salmon aquaculture;salmonid;science advice;sustainability,,
rayyan-153486470,Generating the evidence for marine fisheries policy and management,2010,,,Marine Policy,,34,1,29-35,"Holmes, J. and Lock, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349894925&doi=10.1016%2fj.marpol.2009.04.004&partnerID=40&md5=e8412d6197bec52af1e568caf070a8fc,,,,,"<p>Export Date: 27 January 2025; Cited By: 26</p> | RAYYAN-INCLUSION: {""Nibedita""=>""Included"", ""Isobel""=>""Included""}",10.1016/j.marpol.2009.04.004,best management practice;communication;Eurasia;Europe;Fisheries policy;fishery management;fishery policy;marine environment;policy making;policy strategy;Research communication;Research questions;research work,,
rayyan-153486473,PROGRESS OF FISHERIES-OCEANOGRAPHY COORDINATED INVESTIGATIONS IN THE GULF OF ALASKA AND ALEUTIAN PASSES,2023,,,Oceanography,,36,2,94-100,"Mordy, C.W. and Bond, N.A. and Cokelet, E.D. and Deary, A. and Lemagie, E. and Proctor, P. and Stabeno, P.J. and Tabisola, H.M. and Van Pelt, T. and Wisegarver, E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177051912&doi=10.5670%2foceanog.2023.218&partnerID=40&md5=cc8ab05fa288ed04cc0f818ad070a4c2,,,,,"<p>Export Date: 27 January 2025; Cited By: 7</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded""}",10.5670/oceanog.2023.218,,,
rayyan-153486474,"UK deep-sea conservation: Progress, lessons learned, and actions for the future",2020,,,Aquatic Conservation: Marine and Freshwater Ecosystems,,30,2,375-393,"Chaniotis, P.D. and Robson, L.M. and Lemasson, A.J. and Cornthwaite, A.L. and Howell, K.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076435963&doi=10.1002%2faqc.3243&partnerID=40&md5=216553e9f9f62a837471ff14058ec81b,,,,,"<p>Export Date: 27 January 2025; Cited By: 7</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded"", ""Nibedita""=>""Excluded""}",10.1002/aqc.3243,Anthozoa;biodiversity;coral;coral reef;cost-benefit analysis;deep sea;ecosystem service;environmental legislation;fishing;habitat management;knowledge;marine park;marine protected area;natural capital;ocean reef;United Kingdom,,
rayyan-153486476,Conservation practitioners' perspectives on decision triggers for evidence-based management,2016,,,Journal of Applied Ecology,,53,5,1351-1357,"Addison, P.F.E. and Cook, C.N. and de Bie, K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979543887&doi=10.1111%2f1365-2664.12734&partnerID=40&md5=b1de3a77e03cae8e17c4b5a94a9c52de,,,,,"<p>Export Date: 27 January 2025; Cited By: 44</p> | RAYYAN-INCLUSION: {""Alec""=>""Included""}",10.1111/1365-2664.12734,adaptive management;biodiversity;conservation;conservation management;decision making;decision thresholds;decision-making;dry season;evidence-based management;landscape protection;monitoring;natural resource;natural resource management;policy;protected area;protected areas;resource management,,
rayyan-153486477,Enhancing adaptive capacities in coastal communities through engaged communication research: Insights from a statewide study of shellfish co-management,2018,,,Ocean and Coastal Management,,163,,240-253,"McGreavy, B. and Randall, S. and Quiring, T. and Hathaway, C. and Hillyer, G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049467997&doi=10.1016%2fj.ocecoaman.2018.06.016&partnerID=40&md5=190401086cf997014e3f04e5dbae19d7,,,,,"<p>Export Date: 27 January 2025; Cited By: 21</p> | RAYYAN-INCLUSION: {""Philip""=>""Included"", ""Prishnee""=>""Included""}",10.1016/j.ocecoaman.2018.06.016,Adaptive capacity;adaptive management;bivalve;Bivalvia;Climate change;Co-management;Coastal communities;coastal zone management;communication;Communication research;decision making;Decision making;Economics;ecosystem resilience;Ecosystems;Fisheries;Invasive species;Land use;Multiple stressors;Mya arenaria;research;resource management;Shared responsibility;shellfish;Shellfish;Small-scale fisheries;Soft shell clams,,
rayyan-153486480,Multi-criteria decision models for management of tropical coastal fisheries,2009,,,Sustainable Agriculture,,2,,251-280,"Andalecio, M.N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886092496&doi=10.1007%2f978-94-007-0394-0_14&partnerID=40&md5=8fb665e8ee67e03b1a6c8f25651eb570,,,,,"<p>Export Date: 27 January 2025; Cited By: 4</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded""}",,Criteria;Fisheries management;Impact evaluation;Indicators;Multi-criteria decision models;Preference system;San Miguel Bay,,
rayyan-153486484,Predicting species distributions for conservation decisions,2013,,,Ecology Letters,,16,12,1424-1435,"Guisan, A. and Tingley, R. and Baumgartner, J.B. and Naujokaitis-Lewis, I. and Sutcliffe, P.R. and Tulloch, A.I.T. and Regan, T.J. and Brotons, L. and Mcdonald-Madden, E. and Mantyka-Pringle, C. and Martin, T.G. and Rhodes, J.R. and Maggini, R. and Setterfield, S.A. and Elith, J. and Schwartz, M.W. and Wintle, B.A. and Broennimann, O. and Austin, M. and Ferrier, S. and Kearney, M.R. and Possingham, H.P. and Buckley, Y.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886730120&doi=10.1111%2fele.12189&partnerID=40&md5=bf6a0b50920913632a5df4b12a3ac128,,,,,"<p>Export Date: 27 January 2025; Cited By: 1464</p> | RAYYAN-INCLUSION: {""Carlos""=>""Excluded""}",10.1111/ele.12189,"biological invasion;Biological invasions;Conservation of Natural Resources;conservation planning;Conservation planning;Critical habitats;decision making;Decision Making;decision support system;Decision Support Techniques;ecology;Ecology;endangered species;Endangered Species;environmental protection;Environmental suitability;knowledge;methodology;Models, Theoretical;population distribution;procedures;Research Design;Reserve selection;species conservation;Species distribution model;Structured decision making;theoretical model;translocation;Translocation",,
rayyan-153486486,Strengthening the contribution of macroecological models to conservation practice,2019,,,Global Ecology and Biogeography,,28,1,54-60,"Rapacciuolo, G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057178293&doi=10.1111%2fgeb.12848&partnerID=40&md5=74abec48bc136d3a18045a8912745e75,,,,,"<p>Export Date: 27 January 2025; Cited By: 20</p> | RAYYAN-INCLUSION: {""Tabitha""=>""Excluded""}",10.1111/geb.12848,black box;conservation planning;decision making;macroecological models;macroecology;modeling;perception;policy;practitioners;science-practice gap;uncertainty;uncertainty analysis,,
rayyan-153486487,Exploration of Concerns about the Evidence-Based Guideline Approach in Conservation Management: Hints from Medical Practice,2020,,,Environmental Management,,66,3,435-449,"Gutzat, F. and Dormann, C.F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086914181&doi=10.1007%2fs00267-020-01312-6&partnerID=40&md5=c6e6352656bea1a017d9fc55bf71dc71,,,,,"<p>Export Date: 27 January 2025; Cited By: 11</p> | RAYYAN-INCLUSION: {""Iris""=>""Included""}",10.1007/s00267-020-01312-6,article;Biodiversity conservation;climate;Climate;Conservation;conservation biology;conservation management;Conservation management;Conservation of Natural Resources;decision making;Decision making;Decision support;decision support system;Ecological relevance;environmental protection;Evidence framework;Evidence-based guidelines;Evidence-based practice;forest;Forest conservation;forest management;forestry;Forestry;Forests;guideline;human;Implementation gap;Medical guidelines;medical practice;Multifunctionality;physician;practice gap;practice guideline;reproducibility;Reproducibility of Results;semi structured interview;Semi structured interviews;Systematic searches,,
rayyan-153486490,The impacts of digital transformation on fisheries policy and sustainability: Lessons from Timor-Leste,2024,,,Environmental Science and Policy,,153,,,"Tilley, A. and Dam Lam, R. and Lozano Lazo, D. and Dos Reis Lopes, J. and Freitas Da Costa, D. and De Fátima Belo, M. and Da Silva, J. and Da Cruz, G. and Rossignoli, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184031624&doi=10.1016%2fj.envsci.2024.103684&partnerID=40&md5=46f2c0bac4ee52153ea8071a611036f3,,,,,"<p>Export Date: 27 January 2025; Cited By: 3</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded"", ""Iris""=>""Included""}",10.1016/j.envsci.2024.103684,article;capacity building;catalysis;controlled study;digital technology;digitization;environmental sustainability;fish;Fisheries management;Fisheries monitoring;fishery;fishery management;fishing;Fishing communities;fishing community;food industry;food production;Food production;government;human;interview;investment;law;legislation;Lesser Sunda Islands;livelihood;Livelihoods;natural resource;Peskas;Real-time;resource management;Resource management;stakeholder;Sunda Isles;Timor;Timor-Leste,,
