rayyan_key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-153486507,Identifying useful climate change information needs of Great Lakes fishery managers,2014,,,Journal of Great Lakes Research,,40,3,590-598,"Mulvaney, K.K. and Foley, C.J. and Höök, T.O. and McNie, E.C. and Prokopy, L.S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907700737&doi=10.1016%2fj.jglr.2014.06.002&partnerID=40&md5=737fc6fb7eb0a7ebc7c360f4665a8510,,,,"There is mounting evidence that climatic changes have altered physical conditions in the Laurentian Great Lakes and will continue to do so. In the face of this challenge, fishery managers require useful information to support decision making. We utilized a mixed methods approach, including an email survey and focus groups with fishery managers, to identify information gaps in understanding the impacts of climate change on fishery management. The fishery managers perceived climate change to be a threat to the fishery and identified specific climate change information that would be most useful for their work. This includes information on how climate change will affect fish populations, trophic interactions, and habitat conditions, as well as how climate change will interact synergistically with other management concerns. Our findings indicate that future research efforts should focus on species of commercial or recreational interest and species for which restoration plans already exist. Although modeling efforts that incorporate both biotic and abiotic factors may be useful to fishery management stakeholders, to enhance utility for managers, researchers should work with the information users to understand the pertinence of various temporal and spatial scales when designing studies and presenting information. Many fishery managers believe that valuable information related to climate change, particularly long-term datasets, already exists but has not been made easily accessible or brought to their attention. Finally, in order to increase the awareness and use of their climate research, researchers should present at relevant meetings in addition to just emailing reports and publishing scientific manuscripts. © 2014 International Association for Great Lakes Research.","<p>Export Date: 27 January 2025; Cited By: 7</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: For data extraction,To check for next stage,Included for full-text screening",10.1016/j.jglr.2014.06.002,climate change;Climate change;Commercial and recreational fishery management;Data needs;decision making;Decision making;Fisheries;fishery management;Great Lakes [North America];information management;Information use;Lakes;Laurentian Great Lakes;Management concerns;Managers;Physical conditions;Presenting informations;Recreational fisheries;Social science;Social sciences;spatiotemporal analysis;stakeholder;symbiont;Temporal and spatial scale;Trophic interactions,,
rayyan-153486508,Science-policy interactions in MPA site selection in the Dutch part of the North Sea,2011,,,Environmental Management,,47,4,656-670,"Van Haastrecht, E.K. and Toonen, H.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955586174&doi=10.1007%2fs00267-010-9546-7&partnerID=40&md5=5217cbe4e74567444dac418a171750e5,,,,"At the 7th conference of the parties to the Convention on Biological Diversity (CBD-COP7, Kuala Lumpur, 2004) it was agreed to establish a global network of marine and coastal protected areas by 2012. The defined objectives of this MPA-network are based on the ecosystem approach: to protect biodiversity and other ecological values, and to ensure sustainable use. The (inter)national policy guidelines state that the selection of MPAs should be based on scientific information and ecological criteria only. As a signatory to the Convention, the Netherlands is now faced with meeting this obligation, and the process of designating the first Marine Protected Areas (MPAs) in the Dutch part of the North Sea is currently in progress. We focus on the science-policy interactions that are part of this Dutch MPA selection process. By taking a closer look at the contemporary site selection process as well as its historical background, we show that ecological, socio-economic and political considerations cannot always be easily separated. Uncertainty is high and the ultimate selection and delimitation of candidate sites rather seems to be the result of a balancing act between ecological, socio-economic and political interests, in which scientific and policy guiding procedures blend with ad-hoc political decision making, and with expert judgment in cases where data is lacking. As such, this paper presents an example of present-day environmental policy making in action. © 2010 The Author(s).","<p>Export Date: 27 January 2025; Cited By: 13</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: For data extraction,Included for full-text screening",10.1007/s00267-010-9546-7,"Animals;Atlantic Ocean;biodiversity;Biodiversity;Conservation of Natural Resources;decision making;Decision making;Decision Making, Organizational;Ecology;ecosystem;environmental planning;Environmental Policy;environmental protection;Environmental protection;environmental sustainability;Expert judgment;Fisheries;history;Humans;information;Information;integrated approach;Integrated marine management;Malaysia;Marine Biology;marine ecosystem;marine environment;Marine management;marine policy;marine protected areas;Marine protected areas;Netherlands;North Sea;Policy Making;politics;Politics;protected area;review;Science-policy interface;seashore;Site selection;socioeconomics;sustainable development;uncertainty",,
rayyan-153486511,Planning practical evidence-based decision making in conservation within time constraints: the Strategic Evidence Assessment Framework,2021,,,Journal for Nature Conservation,,60,,,"Sutherland, W.J. and Downey, H. and Frick, W.F. and Tinsley-Marshall, P. and McPherson, T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100815247&doi=10.1016%2fj.jnc.2021.125975&partnerID=40&md5=e197195a3a97f340709ec86b3c08e284,,,,"It is widely accepted that nature conservation practice benefits from incorporating scientific evidence into decision-making. However, even when the evidence is already collated, the task of applying evidence to all of the decisions undertaken by conservation professionals can seem overwhelming. The apparent magnitude of this task may deter individuals and organisations from applying evidence-based conservation. Our aim here is to create a framework to enable organisations to create a strategy for scientific evidence use appropriate for the range of decisions required and the time allocated. We illustrate this framework by showing how two conservation organisations used this approach to plan their evidence-based decision making. © 2021 The Authors","<p>Export Date: 27 January 2025; Cited By: 12</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Included for full-text screening",10.1016/j.jnc.2021.125975,conservation management;conservation planning;decision making;Decision-making;environmental planning;Evidence;planning process;resource allocation;Resource allocation;strategic approach;strategic environmental assessment;Strategy;Triage,,
rayyan-153486519,Bridging the Science-Policy Interface: Adaptive Solutions in the Anthropocene,2017,,,Conservation for the Anthropocene Ocean: Interdisciplinary Science in Support of Nature and People,,,,Mar-22,"Sullivan, J.M. and Cerny-Chipman, E.B. and Rosenberg, A.A. and Lubchenco, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032709405&doi=10.1016%2fB978-0-12-805375-1.00001-5&partnerID=40&md5=b87058969a08115b846453c3672a5068,,,,"As we advance in the Anthropocene, human activities and our interactions with the natural world are increasingly complex. Policymakers and managers are challenged to consider these activities and their wide-ranging environmental, ecological, and social consequences based upon scientific advice that is itself increasingly complex and may change with new information. Good science can contribute directly to smart decision making, but all too often, scientific information is not communicated to decision makers effectively, is swamped in the deluge of conflicting information, or is simply ignored for political or other reasons. To contribute effectively, scientific information must be accessible, understandable, relevant, actionable, and credible. Successful integration of scientific insights into policy can be facilitated through trusted relationships and open lines of communication between scientists and policymakers, accurate reports of scientific findings in the media, and scientific summaries that incorporate diverse perspectives and disciplines. Here, we highlight four case studies that demonstrate challenges and successes at the science-policy interface and offer strategies for scientists to become more adept at connecting with policymakers and effecting positive change. © 2017 Elsevier Inc. All rights reserved.","<p>Export Date: 27 January 2025; Cited By: 11</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Included for full-text screening",,California Marine Life Protection Act;Ecosystem-based management;Independent science;Marine reserves;Marine spatial planning;National ocean policy;Ocean acidification;Policymaking;Science communication;Secure-access fisheries,,
rayyan-153486528,Fishing for influence: Fisheries science and evidence in water resources development in the Mekong basin,2009,,,Water Alternatives,,2,2,167-182,"Friend, R.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-67651091615&partnerID=40&md5=57bb579acedc6b9c8636dd14e645c564,,,,"During the last decade there has been a concerted effort in the Mekong basin to research the capture fisheries in an attempt to influence national and regional water resource policy and practice, particularly hydropower development. As a result of this research effort, the Mekong capture fisheries are better documented than ever before. There is broad consensus on the key conclusions of this research - on the scale and value of production, its importance to local livelihoods, and the ecological drivers of the natural productivity. Despite this research success the agendas of water resources management have not changed, and the pace of hydropower development has accelerated. This presents a dilemma for fisheries science and research in its efforts to influence policy. This paper considers the models and assumptions of policy influence that have underpinned this fisheries research effort, and presents alternative approaches for fisheries science to better engage in influencing policy. The paper argues that addressing the neglect of capture fisheries in the Mekong is fundamentally a governance challenge of setting development values and pathways. Meeting such a challenge, in the context of the Mekong, requires a democratising and civic science that broadens the decision-making arena as much as it produces new evidence and arguments.","<p>Export Date: 27 January 2025; Cited By: 20</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Included for full-text screening",,Fisheries;Hydropower;Mekong;Policy analysis;Science,,
rayyan-153486533,Sustainability and present-day approaches to fisheries management - are the two concepts irreconcilable?,2008,,,African Journal of Marine Science,,30,1,01-Oct,"Pilling, G.M. and Payne, A.I.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-47549108652&doi=10.2989%2fAJMS.2008.30.1.1.446&partnerID=40&md5=67db65fd6ce623f08fc3a5b782fc21c7,,,,"Sustainability may be defined as the maintenance of the quality, diversity and availability of fishery resources in sufficient quantities for present and future generations. But how do modern management systems aim to achieve this in the face of natural fluctuations and human-induced pressures? Using four case study fisheries (northern Atlantic cod and North Sea cod [both Gadus morhua], Pacific sablefish Anoplopoma fimbria, and South African West Coast lobster Jasus lalandii), we examine the components and considerations used in the development of management systems. Historically, these considerations have been biology-based, incorporating reference points appropriate for management goals or targets. Following some quite spectacular failures, however, inputs from disciplines such as socio-economics and ecosystem science are increasingly important drivers behind management decisions, but have the potential to increase management complexity greatly. We identify three areas of particular importance. Precautionary, robust and responsive management is needed, with pre-agreed actions to be taken when particular conditions are experienced. Management decisions need to be based upon adequate scientific information, particularly given the increasing variety of drivers for management. Finally, fisheries management needs to be a collaborative process, involving all stakeholders, thereby raising the credibility of management for all participants. Integrating all these aspects within the fisheries management framework is complex, but when combined with the realisation that harvests are likely to be lower than historical levels, there appears to be a greater chance of successful sustainable exploitation. Copyright © NISC Pty Ltd.","<p>Export Date: 27 January 2025; Cited By: 5</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: Included for full-text screening",10.2989/AJMS.2008.30.1.1.446,Anoplopoma fimbria;Anoplopomatidae;decision making;Decision making;Ecosystems;exploitation;Fisheries;Fisheries management;fishery management;Gadus morhua;harvesting;human activity;Jasus lalandii;perciform;Precautionary approach;precautionary principle;stakeholder;sustainability;Sustainability,,
rayyan-153486534,Effective engagement of conservation scientists with decision-makers,2020,,,"Conservation Research, Policy and Practice",,,,162-182,"Rose, D.C. and Evans, M.C. and Jarvis, R.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113854260&doi=10.1017%2f9781108638210.010&partnerID=40&md5=547b1cdae571d05c184e20175cd79ed0,,,,"Conservation practitioners use a wide range of sources to inform decisions, but studies report that personal experience is usually most important; scientific papers and unpublished research are rarely referred to. For site-based conservation practitioners, day-to-day decisions are typically made within a context of earlier decisions taken at two levels: strategic decisions that define the aims and policies of the wider organisation; and management planning decisions which outline the objectives for a site and the actions needed to achieve them. Even where decisions are underpinned by scientific evidence, personal judgement is valuable in ensuring management actions are tailored to the specific site. The integration of scientific evidence into conservation decision-making could be improved. We suggest two main approaches. First, increase the synthesis, translation and exchange of scientific research into easily accessible, practical information. Second, ensure that decision-making processes involve skilled ecological advisors and scientists who keep up to date with relevant literature and are able to advise on site-specific evidence-based solutions. © British Ecological Society 2020.","<p>Export Date: 27 January 2025; Cited By: 7</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Full text - for sampling,Full text - screening filter,Included for full-text screening | RAYYAN-EXCLUSION-REASONS: Not a primary study",,adaptive management;conservation;decision-making;evidence;management planning;monitoring;practitioners,,
rayyan-153486536,"Conservation priorities: Identifying need, taking action and evaluating success",2013,,,Key Topics in Conservation Biology 2,,,,Jan-22,"Pullin, A.S. and Sutherland, W. and Gardner, T. and Kapos, V. and Fa, J.E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886097671&doi=10.1002%2f9781118520178.ch1&partnerID=40&md5=1177655642ce8188f1a848224405a557,,,,"Conserving biodiversity requires identifying and addressing the myriad of problems generated when humans exploit natural resources. This chapter first explores ways in which priorities for both conservation action and research emerge and are evaluated. Effective conservation depends on identifying priorities for specific research and/or action. The first route is more reactive and involves the detection, through surveillance monitoring, of a change in status of a taxon, species group, habitat or ecosystem. The second route is more proactive and works by identifying potential threats that may cause significant negative changes in the future. Recognizing that conservation is ultimately a societal process underpinned by values and beliefs, the chapter describes how decisions about resource allocation for conservation actions can be informed by explicit use of scientific evidence in decision-making frameworks. The chapter ends by outlining future challenges to the development of decision-making frameworks for conservation that encompass policy, management and research © 2013 John Wiley & Sons, Ltd.","<p>Export Date: 27 January 2025; Cited By: 59</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Full text - for sampling,Full text - screening filter,Included for full-text screening | RAYYAN-EXCLUSION-REASONS: Not a primary study",,Biodiversity;Conservation priorities;Decision-making frameworks;Ecosystem,,
rayyan-153486538,Use and misuse of CITES as a management tool for commercially-exploited aquatic species,2015,,,Marine Policy,,59,,16-31,"Cochrane, K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930221784&doi=10.1016%2fj.marpol.2015.04.015&partnerID=40&md5=79614587f86c8700de9f2aa287c0e1e1,,,,"The Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) is an international agreement aimed at ensuring that international trade in wild animals and plants does not endanger the survival of species. Application of the Convention has proven to be controversial in some instances, including in the regulation of certain commercially-exploited aquatic species. Some countries hold differing views on the desirable role of CITES for such species and under what circumstances they should be listed on a CITES Appendix. In the late 1990s increasing concerns by some CITES parties about the status of some important resources for fisheries led to a review by the Food and Agriculture Organization of the CITES listing criteria for application to these species and the process of decision-making on listing proposals. The key FAO recommendations were incorporated into revised listing criteria adopted by CITES in 2004. The regular assessment of listing proposals for aquatic species by FAO-convened Expert Panels was also initiated at that time. These developments have not resolved the underlying differences of opinion and, in contrast, became an additional target of controversy. CITES Parties on both sides of the issue have tended to use the FAO recommended criteria and Panel assessments selectively, following them when they have matched their own preferences on specific proposals and circumventing or challenging them when they have not. This paper examines the attitudes and objectives of countries in relation to the use of CITES and the role of scientific information in policy and decision-making. It notes that differences in the opinions of countries on fundamental issues remain unresolved. These include the appropriate relationship between CITES and national and regional fisheries management agencies and the potential contribution of regulation of trade to fisheries management. The paper concludes with several recommendations aimed at improving the effective and efficient use of the Convention, in particular that greater attention should be given to the likely effectiveness of listing commercially-exploited species on CITES when deciding on listing proposals. © 2015 Elsevier Ltd.","<p>Export Date: 27 January 2025; Cited By: 12</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: For data extraction,Included for full-text screening",10.1016/j.marpol.2015.04.015,Animalia;aquatic organism;CITES;Commercially-exploited aquatic species;Endangered;endangered species;Fisheries;fishery management;Food and Agricultural Organization;Food and Agriculture Organization (FAO);international agreement;Listing criteria,,
rayyan-153486546,The use of evidence in decision-making by practitioners,2020,,,"Conservation Research, Policy and Practice",,,,145-161,"Ausden, M. and Walsh, J.C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100783411&doi=10.1017%2f9781108638210.009&partnerID=40&md5=e26d352979cad6c37875d388b208561b,,,,"Conservation practitioners use a wide range of sources to inform decisions, but studies report that personal experience is usually most important; scientific papers and unpublished research are rarely referred to. For site-based conservation practitioners, day-to-day decisions are typically made within a context of earlier decisions taken at two levels: strategic decisions that define the aims and policies of the wider organisation; and management planning decisions which outline the objectives for a site and the actions needed to achieve them. Even where decisions are underpinned by scientific evidence, personal judgement is valuable in ensuring management actions are tailored to the specific site. The integration of scientific evidence into conservation decision-making could be improved. We suggest two main approaches. First, increase the synthesis, translation and exchange of scientific research into easily accessible, practical information. Second, ensure that decision-making processes involve skilled ecological advisors and scientists who keep up to date with relevant literature and are able to advise on site-specific evidence-based solutions. © British Ecological Society 2020.","<p>Export Date: 27 January 2025; Cited By: 6</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: Ian - to check,To check for next stage,Included for full-text screening | RAYYAN-EXCLUSION-REASONS: Not a primary study",,adaptive management;conservation;decision-making;evidence;management planning;monitoring;practitioners,,
rayyan-153486556,"Mental models, communication, and engagement in marine projects",2017,,,ICES Journal of Marine Science,,74,,2034-2039,"Boschetti, F. and Andreotta, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030678346&doi=10.1093%2ficesjms%2ffsw240&partnerID=40&md5=9f79dc94dc4b69cd5325b36dc8b517bb,,,,"In a hypothetical decision-making situation in which a unique truth exists and each party's aim in acquiring knowledge is to approach the truth, argumentation would be unnecessary because the best scientific theory would win the argument. Likewise, if truth is irrelevant and a perfect persuasion method is available, argumentation would also be pointless, because arguing parties, each possessing the perfect recipe, would lead a third party to switch sides endlessly. In the real world, argumentation matters because a unique truth rarely exists, information can be uncertain or vague, aims are often ambiguous if not contradictory, and acquiring knowledge can have other purposes besides approaching the truth. Marine scientists are increasingly expected to contribute to complex decision-making by providing not only scientific evidence, but also impact in the form of effective communication and persuasion. Here we review insights from different disciplines on how humans organise knowledge, beliefs, opinions, assumptions and worldviews, how these interrelate and how they affect decision-making as well as the reception of information. By focussing on the theory of mental models and the Causal Layered Analysis we also show how the structure underlying the organisation of scientific and non-scientific knowledge can be reduced to a fairly common framework. We conclude by reviewing some tools a marine scientist can employ in a stakeholder engagement process in order to better understand the audience to which scientific information needs to be delivered. © 2017 International Council for the Exploration of the Sea. All rights reserved.","<p>Export Date: 27 January 2025; Cited By: 2</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Included for full-text screening",10.1093/icesjms/fsw240,communication;decision making;knowledge;marine environment;participatory approach;perception;planning process;project management;public attitude;stakeholder;theoretical study,,
rayyan-153486557,Bridge over troubled waters: A synthesis session to connect scientific and decision making sectors,2016,,,Marine Policy,,70,,30-39,"Goldsmith, K. and Granek, E. and Lubitow, A. and Papenfus, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964345828&doi=10.1016%2fj.marpol.2016.04.015&partnerID=40&md5=3127ea3ea18d1fe15c1fc398dd3362c3,,,,"Lack of access to relevant scientific data has limited decision makers from incorporating scientific information into their management and policy schemes. Yet, there is increasing interest among decision makers and scientists to integrate coastal and marine science into the policy and management process. Strategies designed to build communication between decision makers and scientists can be an effective means to disseminate and/or generate policy relevant scientific information. Here researchers develop, test, and present a workshop model designed to bridge the gap between coastal and marine decision makers and scientists. Researchers identify successful components of such a workshop as well as areas for improvement and recommendations to design and conduct similar workshops in the future. This novel workshop format can be used in other fora to effectively connect decision makers and scientists, and to initiate an iterative process to generate and transfer policy relevant scientific information into evidence-based decisions, an important element in protecting coastal and marine resources. © 2016 Elsevier Ltd.","<p>Export Date: 27 January 2025; Cited By: 4</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: For data extraction,To check for next stage,Included for full-text screening | RAYYAN-EXCLUSION-REASONS: No about conservation",10.1016/j.marpol.2016.04.015,bridge;Coastal management;coastal zone management;decision making;Evidence-based decisions;Research based policy;stakeholder;Stakeholder engagement;Synthesis session;Workshop,,
rayyan-153486558,Utility of primary scientific literature to environmental managers: An international case study on coral-dominated marine protected areas,2014,,,Ocean and Coastal Management,,102,,72-78,"Cvitanovic, C. and Fulton, C.J. and Wilson, S.K. and van Kerkhoff, L. and Cripps, I.L. and Muthiga, N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907476245&doi=10.1016%2fj.ocecoaman.2014.09.003&partnerID=40&md5=c61c50f93b07458944b7858ddaeaa673,,,,"The integration of scientific information into the decision-making process for the management of marine resources remains a significant challenge, with the inaccessibility of primary scientific literature to environmental practitioners identified as a key limiting factor. Here, we quantify the use of primary scientific literature in environmental management plans, and explore potential barriers to the efficient integration of such scientific information into the decision-making process. Through a case study of coral dominated Marine Protected Areas (MPAs) spanning three countries (Australia, Kenya and Belize), we find that primary scientific literature represents only 14% of information cited in management plans. Such a low proportion is likely to be symptomatic of several issues regarding the accessibility of primary scientific literature to MPA managers, such as: 1. Long publication times for articles (average 40.2±1.8 months); 2. Subscription-only access (up to 56% of articles behind paywalls); and/or 3. Poor articulation of management implications (only 19% of articles provided clear outcomes relevant to management). Such impediments can undermine the adaptive governance of MPAs, so we suggest improvements to knowledge transfer among scientists and managers via a diversity of approaches including knowledge brokers, boundary organisations, knowledge co-production and management-orientated summaries in research articles. © 2014 Elsevier Ltd.","<p>Export Date: 27 January 2025; Cited By: 90</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: Ian - to check,For data extraction,To check for next stage,Included for full-text screening",10.1016/j.ocecoaman.2014.09.003,Anthozoa;Australia;Belize [Central America];coral;decision making;environmental management;Environmental managers;Kenya;knowledge;limiting factor;literature review;Marine protected area;marine resource;protected area;public access;Scientific literature,,
rayyan-153486568,Bridging the divide between scientists and decision-makers: How behavioural ecologists can increase the conservation impact of their research?,2019,,,Philosophical Transactions of the Royal Society B: Biological Sciences,,374,1781,,"Durant, S.M. and Groom, R. and Kuloba, B. and Samna, A. and Muzuma, U. and Gadimang, P. and Mandisodza-Chikerema, R. and Ipavec, A. and Mitchell, N. and Ikanda, D. and Msuha, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070749433&doi=10.1098%2frstb.2019.0011&partnerID=40&md5=5064d990186dc203e98adb19ce4d8135,,,,"Effective conservation management is underpinned by science. Yet, there are often barriers against the incorporation of up-to-date scientific research into decision-making and policy. Here, we draw on experience from a multi-nation approach to conserve cheetah and African wild dogs across Africa, using relationships between scientists and managers established over more than a decade, to better understand scientific information needs of managers. While our analysis focuses on Africa, many of our findings are likely to be relevant to other regions. Managers view science as critical to their decision-making processes and strongly support scientific research, particularly when research directly addresses their information needs. However, managers reported problems in accessing final results and highlighted the need to access raw ecological data from research undertaken within protected areas. Fundamental to improving the management relevance of scientific research is the need for scientists to engage with managers through all steps of the research process, from project design and implementation through to scientific publication and end-of-project agreements. Effective engagement requires open and clear communication; including agreed processes for access to biodiversity data and submission of final results. In order to foster future scientific endeavours and collaborations, systems should be established to better facilitate information exchange, while also safeguarding the rights of scientists to publish their data and protect their academic freedom. Our analysis also calls for a greater awareness of the geo-political context under which science is undertaken, and for increased scientific participation through an inclusive approach that recognizes, and gives credit to, a wider diversity of scientific contributions and expertise. This article is part of the theme issue 'Linking behaviour to dynamics of populations and communities: application of novel approaches in behavioural ecology to conservation'. © 2019 The Author(s) Published by the Royal Society. All rights reserved.","<p>Export Date: 27 January 2025; Cited By: 16</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: For data extraction,To check for next stage,Included for full-text screening",10.1098/rstb.2019.0011,Acinonyx jubatus;Africa;article;awareness;Biodiversity conservation;cheetah;conservation biology;Conservation management;Conservation policy;decision making;Decision-making;dog;ecologist;ecology;environmental management;Environmental management;human;Lycaon pictus;manager;nonhuman;Protected area management;publication,,
rayyan-153486571,A new perspective on the work of boundary organisations: Bridging knowledge between marine conservation actors in Pacific Small Island Developing States,2024,,,Environmental Science and Policy,,162,,,"Latour, M. and van Laerhoven, F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204492155&doi=10.1016%2fj.envsci.2024.103903&partnerID=40&md5=d44ae2f837bb9bb81877a47b0c00ac56,,,,"In the face of growing pressures on the marine environment, evidence-based decision-making in the realm of marine conservation policies is of utmost importance. Through their boundary work, comprising the transfer of knowledge through the production of boundary objects and the facilitation of knowledge exchange, boundary organisations stand out as highly promising in bridging the gap between science and policymaking. However, so far, the research on knowledge exchange between marine scientists and policymakers as well as on boundary organisations in general is largely based on case studies in the Global North. This imbalance highlights the need to conduct studies on knowledge uptake in different geographical and political settings, with an increased focus on the Global South. By exploring the applicability of the current conceptual view on boundary organisations to the specific empirical reality of marine conservation in Pacific Small Island Developing States (SIDS), our research seeks to improve knowledge uptake in SIDS by identifying factors and strategies for successful boundary work in this context and to enrich the generic understanding of the role of boundary organisations with perspectives from the Global South. We conducted ten interviews with representatives from boundary organisations working on marine conservation in Pacific SIDS. Based on the findings, we developed a new framework for successful boundary work that is better adapted to realities in the Global South and reconceptualised the understanding of boundary work towards science-policy-community interfaces, emphasising that the gap between marine science and policymaking can only be bridged by engaging local communities and their knowledge. © 2024 The Authors","<p>Export Date: 27 January 2025; Cited By: 1</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: For data extraction,To check for next stage,Included for full-text screening",10.1016/j.envsci.2024.103903,Article;Boundary organisation;capacity building;conservation management;decision making;environmental protection;facilitation;human;interview;knowledge;Knowledge exchange;Marine conservation;marine environment;nature conservation;organization;Pacific islands;participation;research method;Research uptake;Science-policy-community interface;Small Island Developing States;trust,,
rayyan-153486584,Empowering NGOs? Long-term effects of ecological and institutional change on regional fisheries management organizations,2020,,,Global Environmental Change,,65,,,"Dellmuth, L.M. and Petersson, M.T. and Dunn, D.C. and Boustany, A. and Halpin, P.N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096168083&doi=10.1016%2fj.gloenvcha.2020.102197&partnerID=40&md5=752156a3667d6b15710b5581c94d9928,,,,"The participation of environmental non-governmental organizations (ENGOs) in regional fisheries management organizations has inspired optimism among many observers and researchers about increasing the effectiveness of these regional organizations in managing highly migratory and straddling fish stocks sustainably. Others claim that the attendance of ENGOs in meetings of regional fisheries management organizations as accredited observers or as part of member state or cooperating non-member state delegations, could make decision-making complex, long, and inefficient. More generally, NGO participation has attracted broad scholarly interest in the study of interest groups and transnational advocacy in political science. Yet, we know little about the determinants of ENGO participation in meetings of regional fisheries management organizations in the first place. To fill this gap, this article develops a theoretical framework conceptualizing ENGO participation and developing expectations about how ecological and institutional change shapes ENGO participation. The framework deals with structural determinants of ENGO participation, as existing literature primarily has been preoccupied with the study of actor-specific explanations of specific NGOs’ impact in specific political processes. By contrast, we examine how ecological change – such as target fish stock health and biomass status – and institutional change – such as financial resources, membership composition of regional fisheries management organizations and participation by other non-state actors, such as experts and fishing industry representatives – shape ENGO participation. We empirically explore this framework in the context of seven regional fisheries management organizations. A dataset comprising yearly fish stock-level data on participation, institutional, and ecological factors, for 1980–2014, was compiled for our quantitative inquiry into the determinants of ENGO participation. We find robust evidence that institutional change shapes ENGO participation, but not ecological factors related to target fish stock health. We discuss our findings against the backdrop of ongoing debates about NGOs in political science, and spell out broader implications for future research on NGOs in regional fisheries management organizations. © 2020 The Author(s)","<p>Export Date: 27 January 2025; Cited By: 8</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: Included for full-text screening",10.1016/j.gloenvcha.2020.102197,Environmental non-governmental organizations (ENGOs);Fisheries Governance;fishery management;fishing industry;Institutional change;institutional framework;Matthiola;migratory species;Non-state actors;nongovernmental organization;Participation;Regional fisheries management organizations (RFMOs);stock assessment,,
